,words,occurences
1675,attempted,119811
1676,sector,119769
1677,piece,119703
1678,sweden,119619
1679,offices,119502
1680,provincial,119477
1681,defence,119400
1682,prevent,119352
1683,rise,119311
1684,internal,119279
1685,domestic,119232
1686,receiving,119208
1687,approved,119187
1688,edge,119019
1689,actions,118990
1690,fox,118967
1691,dropped,118915
1692,needs,118883
1693,powerful,118553
1694,lot,118297
1695,attacked,118204
1696,consisted,118011
1697,adult,117988
1698,lyrics,117955
1699,opposed,117898
1700,sex,117859
1701,factory,117792
1702,holding,117691
1703,hills,117682
1704,tropical,117286
1705,ways,117239
1706,setting,117118
1707,matter,117052
1708,increasing,116970
1709,shared,116926
1710,applications,116885
1711,guns,116744
1712,broadcasting,116316
1713,bowl,116287
1714,treaty,116156
1715,vehicle,115819
1716,bad,115759
1717,investigation,115689
1718,quarter,115491
1719,someone,115464
1720,greatest,115078
1721,sunday,114985
1722,launch,114964
1723,beat,114888
1724,fiction,114825
1725,locations,114764
1726,incorporated,114748
1727,establishment,114682
1728,specifically,114658
1729,studios,114614
1730,stay,114603
1731,walls,114559
1732,converted,114513
1733,weekly,114418
1734,programming,114374
1735,functions,114273
1736,ending,114205
1737,daniel,114164
1738,animal,114105
1739,arthur,114048
1740,bob,114046
1741,reasons,113924
1742,architect,113883
1743,criminal,113775
1744,structures,113736
1745,metropolitan,113631
1746,identity,113561
1747,meant,113540
1748,constituency,113433
1749,bureau,113405
1750,condition,113378
1751,churches,113374
1752,communications,113286
1753,developing,113204
1754,represent,113200
1755,determined,113086
1756,contributed,113071
1757,representing,113041
1758,bands,113024
1759,onto,112982
1760,pope,112943
1761,existence,112926
1762,roads,112864
1763,pieces,112806
1764,let,112654
1765,speech,112598
1766,funds,112526
1767,contact,112390
1768,slightly,112195
1769,cape,112185
1770,centuries,112173
1771,begin,112156
1772,question,112133
1773,mobile,111951
1774,wild,111942
1775,refers,111920
1776,derived,111794
1777,aid,111751
1778,express,111750
1779,mill,111556
1780,bass,111541
1781,contest,111493
1782,ends,111462
1783,qualified,111449
1784,enemy,111382
1785,taylor,111317
1786,containing,111193
1787,connection,111135
1788,wrestling,111055
1789,canal,111032
1790,andrew,110903
1791,publishing,110871
1792,focused,110784
1793,wins,110774
1794,athletic,110636
1795,occurs,110565
1796,pilot,110506
1797,rare,110496
1798,weight,110474
1799,maria,110226
1800,corner,110201
1801,regarding,110132
1802,glass,110131
1803,pair,109992
1804,circuit,109903
1805,influenced,109670
1806,composition,109630
1807,publications,109581
1808,invited,109540
1809,boat,109519
1810,write,109489
1811,weapons,109485
1812,core,109440
1813,writers,109279
1814,faced,109276
1815,electronic,109262
1816,think,109149
1817,believe,109128
1818,successfully,108991
1819,engineer,108984
1820,abandoned,108798
1821,stand,108635
1822,entrance,108512
1823,educated,108370
1824,wind,108305
1825,escape,108293
1826,display,108193
1827,mexican,108138
1828,candidates,108133
1829,passing,108119
1830,twelve,107987
1831,count,107912
1832,heat,107883
1833,height,107847
1834,birds,107833
1835,finishing,107813
1836,passenger,107735
1837,target,107718
1838,finds,107670
1839,serious,107660
1840,scheduled,107540
1841,proved,107498
1842,americans,107497
1843,rear,107379
1844,aged,107299
1845,page,107289
1846,survey,107259
1847,chapel,107194
1848,cathedral,107091
1849,nothing,107067
1850,views,106983
1851,lands,106897
1852,kill,106848
1853,scale,106829
1854,standing,106815
1855,reform,106788
1856,toward,106758
1857,sought,106717
1858,importance,106682
1859,artillery,106654
1860,dynasty,106614
1861,selection,106585
1862,quite,106570
1863,composer,106557
1864,tennis,106530
1865,carry,106385
1866,agriculture,106312
1867,violence,106291
1868,temperature,106287
1869,moscow,106283
1870,failure,106279
1871,orders,106196
1872,external,106015
1873,finals,105984
1874,contained,105669
1875,occur,105656
1876,piano,105520
1877,communication,105518
1878,ceremony,105426
1879,heavily,105392
1880,jews,105310
1881,missouri,105300
1882,heard,105194
1883,decades,105135
1884,straight,104983
1885,card,104963
1886,institution,104921
1887,journalist,104876
1888,homes,104862
1889,loan,104823
1890,muslim,104763
1891,hundred,104733
1892,expressed,104709
1893,ideas,104405
1894,introduction,104398
1895,trying,104370
1896,incident,104354
1897,bell,104304
1898,really,104226
1899,inhabitants,104197
1900,reaching,104157
1901,maintained,104125
1902,signal,104125
1903,producing,104118
1904,invasion,104088
1905,resistance,104075
1906,sale,104059
1907,advance,104055
1908,fuel,104028
1909,poet,103898
1910,rich,103871
1911,opportunity,103812
1912,conservation,103799
1913,shape,103775
1914,indiana,103725
1915,chemical,103604
1916,patients,103505
1917,fashion,103411
1918,investment,103336
1919,courses,103201
1920,registered,103174
1921,protect,103162
1922,norway,103050
1923,mind,102980
1924,roof,102945
1925,cold,102904
1926,exist,102725
1927,hits,102619
1928,motor,102492
1929,motion,102491
1930,consecutive,102451
1931,follow,102421
1932,colonial,102352
1933,budget,102335
1934,calls,102234
1935,possibly,102220
1936,merged,102202
1937,colonel,102174
1938,passes,102128
1939,comic,102043
1940,laid,102042
1941,promote,102021
1942,perhaps,102010
1943,historian,101993
1944,extension,101972
1945,broken,101952
1946,partnership,101947
1947,tony,101929
1948,engaged,101689
1949,chamber,101623
1950,avoid,101571
1951,closely,101456
1952,distinguished,101388
1953,typical,101330
1954,skills,101283
1955,mine,101247
1956,users,101244
1957,screen,101231
1958,harry,101192
1959,dates,101133
1960,causes,101119
1961,residence,101093
1962,voted,101091
1963,earl,100853
1964,hired,100849
1965,collected,100762
1966,scenes,100742
1967,consisting,100711
1968,employees,100631
1969,turkey,100580
1970,banks,100578
1971,entirely,100570
1972,trail,100539
1973,singing,100407
1974,joining,100382
1975,resigned,100301
1976,streets,100217
1977,negative,100201
1978,trained,100019
1979,engines,100000
1980,visual,99990
1981,starts,99881
1982,junction,99818
1983,notably,99793
1984,improved,99775
1985,universities,99767
1986,try,99666
1987,flow,99634
1988,gene,99538
1989,weather,99530
1990,enter,99479
1991,improve,99457
1992,regarded,99114
1993,values,99077
1994,installed,99076
1995,argued,99005
1996,getting,98866
1997,details,98843
1998,picture,98759
1999,ford,98756
2000,habitat,98485
2001,statement,98414
2002,equal,98413
2003,observed,98401
2004,establish,98373
2005,ward,98325
2006,save,98318
2007,bodies,98256
2008,fair,98246
2009,task,98157
2010,athletics,98128
2011,stating,98069
2012,paintings,98056
2013,stores,97940
2014,techniques,97937
2015,web,97918
2016,attorney,97790
2017,killing,97744
2018,chair,97563
2019,seventh,97537
2020,flag,97477
2021,additionally,97442
2022,eye,97390
2023,mining,97365
2024,arizona,97307
2025,costs,97263
2026,teachers,97250
2027,compete,97221
2028,strength,97160
2029,organisation,97155
2030,adjacent,97053
2031,spot,97034
2032,evening,96929
2033,amateur,96926
2034,hope,96883
2035,parliamentary,96867
2036,crisis,96830
2037,winners,96799
2038,sections,96756
2039,dam,96682
2040,turkish,96617
2041,spirit,96563
2042,interests,96493
2043,address,96463
2044,die,96374
2045,khan,96348
2046,looking,96273
2047,causing,96266
2048,coal,96230
2049,humans,96219
2050,links,96189
2051,describes,96179
2052,chapter,96172
2053,anniversary,96145
2054,seconds,95940
2055,productions,95900
2056,briefly,95887
2057,objects,95876
2058,vocals,95875
2059,grounds,95850
2060,controlled,95777
2061,cabinet,95742
2062,formula,95579
2063,musicians,95533
2064,easily,95493
2065,operate,95396
2066,ruled,95344
2067,arena,95329
2068,driver,95054
2069,directors,95054
2070,foot,95043
2071,courts,95036
2072,divisions,94990
2073,membership,94905
2074,protein,94891
2075,rivers,94740
2076,session,94617
2077,borough,94537
2078,talk,94461
2079,seems,94445
2080,distributed,94440
2081,calling,94270
2082,goods,94219
2083,purchase,94150
2084,ahead,93975
2085,electoral,93947
2086,chance,93946
2087,wars,93898
2088,duty,93860
2089,ethnic,93837
2090,gain,93813
2091,chose,93727
2092,combination,93721
2093,expedition,93613
2094,legacy,93572
2095,ben,93570
2096,concluded,93552
2097,earliest,93476
2098,formal,93444
2099,controversy,93388
2100,residential,93191
2101,reduce,93141
2102,reality,93128
2103,survived,93116
2104,egypt,93035
2105,statistics,93022
2106,participate,93013
2107,credit,92965
2108,chain,92953
2109,reaction,92945
2110,affected,92924
2111,counties,92837
2112,kentucky,92787
2113,businesses,92699
2114,routes,92687
2115,stands,92630
2116,designs,92314
2117,actual,92205
2118,regularly,92197
2119,discovery,92189
2120,miller,92024
2121,persons,91892
2122,criticism,91864
2123,images,91858
2124,poverty,91834
2125,hour,91769
2126,islamic,91713
2127,commune,91628
2128,factor,91574
2129,decade,91573
2130,strike,91452
2131,dean,91356
2132,commonwealth,91345
2133,folk,91332
2134,operates,91315
2135,contain,91162
2136,rooms,91136
2137,cycle,91122
2138,degrees,91120
2139,brief,91043
2140,coastal,90977
2141,outstanding,90871
2142,link,90832
2143,austria,90831
2144,recordings,90773
2145,leads,90680
2146,trophy,90612
2147,emergency,90447
2148,racial,90300
2149,plus,90277
2150,bottom,90255
2151,finance,90224
2152,pro,90185
2153,reign,90175
2154,ones,90076
2155,scholars,89901
2156,items,89900
2157,selling,89898
2158,shooting,89876
2159,accused,89809
2160,progress,89806
2161,capture,89763
2162,device,89736
2163,pictures,89721
2164,demand,89692
2165,row,89619
2166,injured,89609
2167,greece,89555
2168,gets,89513
2169,shop,89477
2170,meanwhile,89462
2171,opposite,89447
2172,dry,89368
2173,underground,89353
2174,contributions,89331
2175,apart,89244
2176,appeal,89180
2177,crossing,89118
2178,musician,89090
2179,assistance,89072
2180,moth,89030
2181,factors,89005
2182,charges,88928
2183,soundtrack,88910
2184,swiss,88904
2185,rating,88832
2186,universal,88796
2187,charts,88609
2188,orange,88602
2189,owners,88563
2190,painted,88516
2191,driving,88481
2192,lane,88461
2193,sam,88374
2194,associate,88296
2195,faith,88284
2196,praised,88171
2197,elementary,88168
2198,stages,88159
2199,thousands,88145
2200,maintain,88116
2201,medieval,88063
2202,understanding,88061
2203,premiered,87980
2204,manufacturing,87784
2205,demographics,87714
2206,passengers,87615
2207,attached,87561
2208,advantage,87528
2209,attend,87504
2210,landing,87451
2211,drawn,87396
2212,request,87388
2213,scheme,87316
2214,houston,87281
2215,documents,87258
2216,committed,87239
2217,drew,87051
2218,offensive,87009
2219,sequence,86927
2220,worth,86885
2221,rejected,86856
2222,mathematics,86855
2223,collaboration,86816
2224,defensive,86775
2225,accident,86694
2226,path,86691
2227,door,86671
2228,golf,86667
2229,otherwise,86494
2230,arab,86449
2231,diocese,86425
2232,fast,86393
2233,distinct,86369
2234,headed,86340
2235,senator,86325
2236,extra,86319
2237,contrast,86309
2238,wounded,86268
2239,represents,86235
2240,eyes,86169
2241,insurance,86116
2242,measures,86026
2243,economics,85940
2244,biggest,85808
2245,extremely,85798
2246,credited,85793
2247,priest,85785
2248,purposes,85694
2249,classification,85677
2250,creative,85573
2251,bird,85511
2252,stood,85479
2253,minute,85408
2254,responsibility,85406
2255,starred,85364
2256,replace,85305
2257,czech,85302
2258,flowers,85201
2259,legislation,85195
2260,duties,85097
2261,mean,85085
2262,charged,85056
2263,retained,84987
2264,damaged,84963
2265,ownership,84927
2266,showing,84892
2267,dog,84868
2268,artistic,84862
2269,trip,84786
2270,flat,84786
2271,caught,84765
2272,require,84759
2273,whilst,84722
2274,quebec,84721
2275,tries,84703
2276,afterwards,84640
2277,painter,84580
2278,determine,84575
2279,popularity,84575
2280,israeli,84526
2281,delivered,84518
2282,turns,84514
2283,jesus,84480
2284,ages,84475
2285,learned,84435
2286,restaurant,84435
2287,colony,84426
2288,danish,84425
2289,accompanied,84395
2290,assumed,84379
2291,ray,84362
2292,qualifying,84317
2293,protected,84278
2294,subjects,84262
2295,roughly,84196
2296,measure,84084
2297,step,84018
2298,detroit,83994
2299,difference,83948
2300,severe,83786
2301,equivalent,83781
2302,object,83759
2303,saturday,83745
2304,admitted,83730
2305,marketing,83671
2306,translated,83616
2307,restored,83593
2308,circle,83555
2309,differences,83535
2310,competitions,83431
2311,policies,83429
2312,kings,83414
2313,significantly,83381
2314,arrival,83373
2315,leg,83347
2316,peninsula,83345
2317,sell,83310
2318,relief,83303
2319,comics,83200
2320,brain,83087
2321,heads,83047
2322,wave,82974
2323,experienced,82922
2324,returns,82879
2325,respect,82878
2326,broad,82856
2327,dating,82822
2328,adapted,82819
2329,strategy,82743
2330,aviation,82669
2331,aspects,82633
2332,separated,82614
2333,novels,82593
2334,oklahoma,82589
2335,resolution,82377
2336,daughters,82268
2337,devices,82227
2338,beautiful,82218
2339,translation,82196
2340,actors,82151
2341,waters,82129
2342,baby,82110
2343,twenty,82070
2344,losses,82055
2345,missing,82052
2346,relative,82008
2347,testing,81989
2348,alabama,81981
2349,occupation,81979
2350,lawyer,81961
2351,carrying,81952
2352,storage,81926
2353,vision,81837
2354,interested,81796
2355,coalition,81726
2356,instruments,81596
2357,physics,81554
2358,pattern,81546
2359,soul,81506
2360,fighter,81457
2361,window,81401
2362,allied,81384
2363,christ,81378
2364,magic,81304
2365,blues,81261
2366,fired,81166
2367,princess,81147
2368,requirements,81107
